frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Info
"1712","Dec  8, 2024 14:51:14.187097152 IST","172.18.0.2","172.18.0.3","61216","5988","58","61216 → 5988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1713","Dec  8, 2024 14:51:14.187100950 IST","172.18.0.3","172.18.0.2","5988","61216","54","5988 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1714","Dec  8, 2024 14:51:14.187113465 IST","172.18.0.2","172.18.0.3","61216","5800","58","61216 → 5800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1715","Dec  8, 2024 14:51:14.187117130 IST","172.18.0.3","172.18.0.2","5800","61216","54","5800 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1716","Dec  8, 2024 14:51:14.187129020 IST","172.18.0.2","172.18.0.3","61216","458","58","61216 → 458 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1717","Dec  8, 2024 14:51:14.187132889 IST","172.18.0.3","172.18.0.2","458","61216","54","458 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1718","Dec  8, 2024 14:51:14.187145388 IST","172.18.0.2","172.18.0.3","61216","34571","58","61216 → 34571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1719","Dec  8, 2024 14:51:14.187149369 IST","172.18.0.3","172.18.0.2","34571","61216","54","34571 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1720","Dec  8, 2024 14:51:14.187161089 IST","172.18.0.2","172.18.0.3","61216","2160","58","61216 → 2160 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1721","Dec  8, 2024 14:51:14.187164655 IST","172.18.0.3","172.18.0.2","2160","61216","54","2160 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1722","Dec  8, 2024 14:51:14.187176767 IST","172.18.0.2","172.18.0.3","61216","1300","58","61216 → 1300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1723","Dec  8, 2024 14:51:14.187180543 IST","172.18.0.3","172.18.0.2","1300","61216","54","1300 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1724","Dec  8, 2024 14:51:14.187193237 IST","172.18.0.2","172.18.0.3","61216","1112","58","61216 → 1112 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1725","Dec  8, 2024 14:51:14.187197096 IST","172.18.0.3","172.18.0.2","1112","61216","54","1112 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1726","Dec  8, 2024 14:51:14.187209483 IST","172.18.0.2","172.18.0.3","61216","32775","58","61216 → 32775 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1727","Dec  8, 2024 14:51:14.187213086 IST","172.18.0.3","172.18.0.2","32775","61216","54","32775 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1728","Dec  8, 2024 14:51:14.187225205 IST","172.18.0.2","172.18.0.3","61216","32771","58","61216 → 32771 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1729","Dec  8, 2024 14:51:14.187229130 IST","172.18.0.3","172.18.0.2","32771","61216","54","32771 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1730","Dec  8, 2024 14:51:14.187243448 IST","172.18.0.2","172.18.0.3","61216","7676","58","61216 → 7676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1731","Dec  8, 2024 14:51:14.187247423 IST","172.18.0.3","172.18.0.2","7676","61216","54","7676 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1732","Dec  8, 2024 14:51:14.187260066 IST","172.18.0.2","172.18.0.3","61216","340","58","61216 → 340 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1733","Dec  8, 2024 14:51:14.187263812 IST","172.18.0.3","172.18.0.2","340","61216","54","340 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1734","Dec  8, 2024 14:51:14.187277180 IST","172.18.0.2","172.18.0.3","61216","62078","58","61216 → 62078 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1735","Dec  8, 2024 14:51:14.187281161 IST","172.18.0.3","172.18.0.2","62078","61216","54","62078 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1736","Dec  8, 2024 14:51:14.187292994 IST","172.18.0.2","172.18.0.3","61216","2399","58","61216 → 2399 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1737","Dec  8, 2024 14:51:14.187296581 IST","172.18.0.3","172.18.0.2","2399","61216","54","2399 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1738","Dec  8, 2024 14:51:14.187309665 IST","172.18.0.2","172.18.0.3","61216","49154","58","61216 → 49154 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1739","Dec  8, 2024 14:51:14.187313601 IST","172.18.0.3","172.18.0.2","49154","61216","54","49154 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1740","Dec  8, 2024 14:51:14.187326065 IST","172.18.0.2","172.18.0.3","61216","2002","58","61216 → 2002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1741","Dec  8, 2024 14:51:14.187329913 IST","172.18.0.3","172.18.0.2","2002","61216","54","2002 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1742","Dec  8, 2024 14:51:14.187342522 IST","172.18.0.2","172.18.0.3","61216","1247","58","61216 → 1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1743","Dec  8, 2024 14:51:14.187346389 IST","172.18.0.3","172.18.0.2","1247","61216","54","1247 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1744","Dec  8, 2024 14:51:14.187492093 IST","172.18.0.2","172.18.0.3","61216","222","58","61216 → 222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1745","Dec  8, 2024 14:51:14.187501722 IST","172.18.0.3","172.18.0.2","222","61216","54","222 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1746","Dec  8, 2024 14:51:14.187515878 IST","172.18.0.2","172.18.0.3","61216","512","58","61216 → 512 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1747","Dec  8, 2024 14:51:14.187519470 IST","172.18.0.3","172.18.0.2","512","61216","54","512 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1748","Dec  8, 2024 14:51:14.187531883 IST","172.18.0.2","172.18.0.3","61216","7","58","61216 → 7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1749","Dec  8, 2024 14:51:14.187535528 IST","172.18.0.3","172.18.0.2","7","61216","54","7 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1750","Dec  8, 2024 14:51:14.187547404 IST","172.18.0.2","172.18.0.3","61216","5911","58","61216 → 5911 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1751","Dec  8, 2024 14:51:14.187551090 IST","172.18.0.3","172.18.0.2","5911","61216","54","5911 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1752","Dec  8, 2024 14:51:14.187563338 IST","172.18.0.2","172.18.0.3","61216","50500","58","61216 → 50500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1753","Dec  8, 2024 14:51:14.187567159 IST","172.18.0.3","172.18.0.2","50500","61216","54","50500 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1754","Dec  8, 2024 14:51:14.187578794 IST","172.18.0.2","172.18.0.3","61216","40193","58","61216 → 40193 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1755","Dec  8, 2024 14:51:14.187582458 IST","172.18.0.3","172.18.0.2","40193","61216","54","40193 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1756","Dec  8, 2024 14:51:14.187594358 IST","172.18.0.2","172.18.0.3","61216","2500","58","61216 → 2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1757","Dec  8, 2024 14:51:14.187598077 IST","172.18.0.3","172.18.0.2","2500","61216","54","2500 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1758","Dec  8, 2024 14:51:14.187610674 IST","172.18.0.2","172.18.0.3","61216","777","58","61216 → 777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1759","Dec  8, 2024 14:51:14.187614469 IST","172.18.0.3","172.18.0.2","777","61216","54","777 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1760","Dec  8, 2024 14:51:14.187626814 IST","172.18.0.2","172.18.0.3","61216","8193","58","61216 → 8193 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1761","Dec  8, 2024 14:51:14.187630996 IST","172.18.0.3","172.18.0.2","8193","61216","54","8193 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1762","Dec  8, 2024 14:51:14.187642998 IST","172.18.0.2","172.18.0.3","61216","3006","58","61216 → 3006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1763","Dec  8, 2024 14:51:14.187646685 IST","172.18.0.3","172.18.0.2","3006","61216","54","3006 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
