frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Info
"1652","Dec 16, 2024 14:32:36.948207441 IST","172.18.0.2","172.18.0.3","46819","9290","54","46819 → 9290 [<None>] Seq=1 Win=1024 Len=0"
"1653","Dec 16, 2024 14:32:36.948209365 IST","172.18.0.3","172.18.0.2","9290","46819","54","9290 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1654","Dec 16, 2024 14:32:36.948214757 IST","172.18.0.2","172.18.0.3","46819","2525","54","46819 → 2525 [<None>] Seq=1 Win=1024 Len=0"
"1655","Dec 16, 2024 14:32:36.948216215 IST","172.18.0.3","172.18.0.2","2525","46819","54","2525 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1656","Dec 16, 2024 14:32:36.948220293 IST","172.18.0.2","172.18.0.3","46819","51493","54","46819 → 51493 [<None>] Seq=1 Win=1024 Len=0"
"1657","Dec 16, 2024 14:32:36.948221995 IST","172.18.0.3","172.18.0.2","51493","46819","54","51493 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1658","Dec 16, 2024 14:32:36.948225896 IST","172.18.0.2","172.18.0.3","46819","50000","54","46819 → 50000 [<None>] Seq=1 Win=1024 Len=0"
"1659","Dec 16, 2024 14:32:36.948227455 IST","172.18.0.3","172.18.0.2","50000","46819","54","50000 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1660","Dec 16, 2024 14:32:36.948231414 IST","172.18.0.2","172.18.0.3","46819","5226","54","46819 → 5226 [<None>] Seq=1 Win=1024 Len=0"
"1661","Dec 16, 2024 14:32:36.948233046 IST","172.18.0.3","172.18.0.2","5226","46819","54","5226 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1662","Dec 16, 2024 14:32:36.948237385 IST","172.18.0.2","172.18.0.3","46819","7025","54","46819 → 7025 [<None>] Seq=1 Win=1024 Len=0"
"1663","Dec 16, 2024 14:32:36.948238954 IST","172.18.0.3","172.18.0.2","7025","46819","54","7025 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1664","Dec 16, 2024 14:32:36.948243443 IST","172.18.0.2","172.18.0.3","46819","3211","54","46819 → 3211 [<None>] Seq=1 Win=1024 Len=0"
"1665","Dec 16, 2024 14:32:36.948244961 IST","172.18.0.3","172.18.0.2","3211","46819","54","3211 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1666","Dec 16, 2024 14:32:36.948249022 IST","172.18.0.2","172.18.0.3","46819","212","54","46819 → 212 [<None>] Seq=1 Win=1024 Len=0"
"1667","Dec 16, 2024 14:32:36.948250761 IST","172.18.0.3","172.18.0.2","212","46819","54","212 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1668","Dec 16, 2024 14:32:36.948255408 IST","172.18.0.2","172.18.0.3","46819","2383","54","46819 → 2383 [<None>] Seq=1 Win=1024 Len=0"
"1669","Dec 16, 2024 14:32:36.948256910 IST","172.18.0.3","172.18.0.2","2383","46819","54","2383 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1670","Dec 16, 2024 14:32:36.948262042 IST","172.18.0.2","172.18.0.3","46819","6901","54","46819 → 6901 [<None>] Seq=1 Win=1024 Len=0"
